uid,id,stars,review,sentiment,type,filename,url
61,3976,1,"The plot was dull, the girls were sickening and the supposed Italian male lead had clearly never heard an Italian accent.Someone said the boys were cute in this film but it just seemed to be filled with mediocre people. There were literally no redeeming features about this film.<br /><br />I think this is a graveyard for actors that will never work again, with the unfortunate exception of the Olsen twins who seem to fascinate people for no discernible reason.<br /><br />I hope the Olsen twins find something out of the limelight to keep them away from the entertainment business. They have no place in it.",Negative,Train,./train/neg/3976_1.txt,http://www.imdb.com/title/tt0324532/usercomments
62,5845,3,"well after watching this i can say that it ain't the worst movie ever made,, yes folks there is worse than this,, there are some good points to the movie,, you get to watch drunken teenagers, have horrible deaths,, and cute looking rats eating some science experiment, and getting grotesquely huge,, the drunk janitor,, the cranky doctor,, and yes a girl in thong underwear that has absolutely no shame,, dumb jocks,, i could'nt personally wait for the rat to eat these drunken fools,, i was rooting for the rat the e ntire time,, it had a good premise,, the first part of the movie,, was interesting though with the scientific explantation about the rats,, and the little back story,, but i think that it ruined when the dumb drunken horny teenagers come into play,, the rat in my opinion, the one that get's lost,, her name is Brenda, was so fake,, must have been a cGi rat,, looked like a guy dressed up in a beaver suit,, this was pretty schlocky, lame,, but not totally horribble,,",Negative,Train,./train/neg/5845_3.txt,http://www.imdb.com/title/tt0292429/usercomments
63,10898,7,"This movie isn't as bad as I heard. It was enjoyable, funny and I love that is revolves around the holiday season. It totally has me in the mood to Christmas shop and listen to holiday music. When this movie comes out on DVD it will take the place of Christmas Vacation in my collection. It will be a movie to watch every year after Thanksgiving to get me in the mood for the best time of the year. I heard that Ben's character was a bit crazy but I think it just adds to the movie and why be so serious all the time. Take it for what is it, a Christmas comedy with a love twist. I enjoyed it. No, it isn't Titanic and it won't make your heart pound with anticipation but it will bring on a laugh or two. So go laugh and have a good time:)",Positive,Train,./train/pos/10898_7.txt,http://www.imdb.com/title/tt0252028/usercomments
64,9938,3,"Jean Luc Godard's Marxist polemic is as close to unwatchable a film as you're likely to see from an internationally respected filmmaker. Bits of political theater, mind-numbingly boring and interminable, are interspersed with the making of ""Sympathy for the Devil"", featuring the Rolling Stones in the studio.<br /><br />The process of the song's development, from Mick Jagger playing a demo on acoustic guitar, to the backing vocals being recorded towards the end, is fascinating, and it's worth renting this film just to see the bits with the Stones. Almost half the movie is devoted to this, so thanks to the miracle of chapter stops, you can skip all the bizarre political skits and just watch the Stones put a song together.<br /><br />When I had this on laserdisc, I valiantly attempted to watch it all, but I don't see how anyone could get through it. I finally gave up and just chapter-skipped my way to the Stones segments.",Negative,Train,./train/neg/9938_3.txt,http://www.imdb.com/title/tt0063665/usercomments
65,11347,10,i two came home from school fast as i could to catch HRpuff and stuff on t.v. that was the most fun time in my life is to watch HRpuff and stuff on t.v. growing up still love it today i am 46 years old. this year......,Positive,Train,./train/pos/11347_10.txt,http://www.imdb.com/title/tt0066256/usercomments
66,2686,9,La Teta y la Luna is a symbolic spain film. Everything that in this film occurs has a symbolic meaning. It is totally different to the usual movie that one has access.<br /><br />This film is good but it will be good only for the people who want look for the meaning of everything in the film's tale. I must advice that this is not a sample film.<br /><br />Please enjoy!!!,Positive,Train,./train/pos/2686_9.txt,http://www.imdb.com/title/tt0111403/usercomments
67,8264,9,"Based on an actual mining disaster, this early German talkie (with English subtitles) still remains one of the most effective docu-dramas ever filmed. Featuring many non-professional actors, ""Kameradschaft"" gives a chilling view of the friendship that binds the mine workers, regardless of which side of the French/German border they may be from. A deadly accident brings out the very best in everyone, nullifying any superiors' orders. A fellow miner in need will receive the help of his comrades, even at threat of great loss, including life.<br /><br />This film reminds of the self-sacrificing heroism shown by the NYFD following the 9/11 attacks. Putting aside any formal rules and regulations, these men and women in uniform knew only one cause: to save lives, and to find their fellow-fire fighters. -- More than 70 years later, ""Kameradschaft"" still has the strong and timeless message: A friend in need is a friend in deed.",Positive,Train,./train/pos/8264_9.txt,http://www.imdb.com/title/tt0022017/usercomments
68,11732,7,"OK, I saw this in the theaters when it came out and I don't know why. I haven't seen it since, but I ended up on this page because I found myself thinking about this film - again I don't know why. But the fact that I remember it speaks volumes.<br /><br />Comedy is hard - much harder than any drama. Doing it right makes it seem easy, but doing it wrong ... is there anything worse than a bad comedy? Steve Martin, pay attention, you are falling in this category again for some reason.<br /><br />Elvira Mistress Of The Dark must have done it right for me to remember this movie fondly. Done at a quick pace, with tongue in cheek and knowing it isn't the Philedelphia Story, it entertains from start to finish. Brain Donors is another that fits right in this category (sans most of the gratuitous boob jokes).<br /><br />One point of contention - the ending. It seems the writers/director had no idea how to finish a comedy. The ending tries to be a love story, somewhat undermining the quirky fast-paced dialogue up to that point. Then there is the ""tassle"" scene. Whereas this has to be seen (male opinion), it is so over the top and out of place it's like a shock. One more rewrite for the ending was needed.<br /><br />This is not comedy genius like Spinal Tap or The Producers or The Holy Grail. But if you don't try to dissect it and just let the puns and sappy fun come to you, you'll laugh, I guarantee it.",Positive,Train,./train/pos/11732_7.txt,http://www.imdb.com/title/tt0095088/usercomments
69,564,1,"The producers made a big mistake casting Mark Lester, who couldn't act or sing, in the title role. Aside from his very bad ""acting"", all of Lester's singing had to be dubbed by a girl. I don't know why they cast him at all, since there would have been so many boys who could have played the part infinitely better and done their own singing as well. Shani Wallis was far too old to play Nancy, who was only supposed to be 16. The current West End version is so much better than the movie in every way. Ross McCormack is the best Artful Dodger of all time and he is certainly far better looking than Jack Wild ever was. It was clearly political to award this old-fashioned musical so many Oscars after the tumultuous events of 1968.",Negative,Train,./train/neg/564_1.txt,http://www.imdb.com/title/tt0063385/usercomments
70,10937,1,"Every once in a long while a movie will come along that will be so awful that I feel compelled to warn people. If I labor all my days and I can save but one soul from watching this movie, how great will be my joy.<br /><br />Where to begin my discussion of pain. For starters, there was a musical montage every five minutes. There was no character development. Every character was a stereotype. We had swearing guy, fat guy who eats donuts, goofy foreign guy, etc. The script felt as if it were being written as the movie was being shot. The production value was so incredibly low that it felt like I was watching a junior high video presentation. Have the directors, producers, etc. ever even seen a movie before? Halestorm is getting worse and worse with every new entry. The concept for this movie sounded so funny. How could you go wrong with Gary Coleman and a handful of somewhat legitimate actors. But trust me when I say this, things went wrong, VERY WRONG.",Negative,Train,./train/neg/10937_1.txt,http://www.imdb.com/title/tt0457303/usercomments
71,3770,4,"Director Warren Beatty's intention to turn Chester Gould's famous comic strip into a live-action cartoon (with Beatty himself cast in the lead as the square-jawed detective) had sweet overtures of innocent nostalgia--quite unusual and intriguing coming from Warren Beatty. Unfortunately, the picture is requisite ham, fun for awhile but eventually tiring. Dick Tracy attempts to bring down mobster Big Boy Caprice, aided by loving Tess Trueheart but tripped up by evil Breathless Mahoney. For the first half-hour or so, the Oscar-winning art direction and set design are wonderful to absorb but, as the plot creaks along predictably (with no real sting in the writing), things begin to congeal. Al Pacino got a surprise Supporting Oscar nomination as bad boy Caprice, and Madonna (who is mostly used as a decorative prop) gets to sing Stephen Sondheim's ""Sooner or Later (I Always Get My Man)"", which copped the award for Best Original Song. Lots of heart, thanks to Beatty--who was dedicated to his vision--but the picture is too cool and calculated. It lacks heat. *1/2 from ****",Negative,Train,./train/neg/3770_4.txt,http://www.imdb.com/title/tt0099422/usercomments
72,9633,7,"In many ways DIRTY WORK is a predictable L&H short on the surface with the boys going to sweep someone`s chimney . Guess what happens next ? That`s right slapstick at its most sucessful ensues .<br /><br />But there`s one or two things that seem untypical . Ollie for example is very unlikable , he`s arrogant , he`s rude , and not only to Stan look at the way he addresses the servant with "" HEY YOU "" and takes a childish huff very easily with his catchphrase being "" I have nothing to say "" . In short Ollie plays a bully in a very unlikable way and I much prefer to see him to play the arrogant coward where he`s always at his funniest<br /><br />DIRTY WORK also lacks the reportary regulars of the other L&H shorts like Finlayson , Long , Busch and Housman which means when we switch to the mad scientist plotline there`s a slightly creepy atmosphere that jars with the rest of the movie <br /><br />Having said that this is still a good short mainly down to Stan . Also watch out for a scene featuring a fish . Many jokes/plots from L&H feature fish and this is another one",Positive,Train,./train/pos/9633_7.txt,http://www.imdb.com/title/tt0023950/usercomments
73,1805,1,"This film is definitely a product of its times and seen in any other context, it is an incredibly stupid movie. Heck, even seen in its proper context, it's pretty bad!! Mostly, this is due to a silly plot and very self-indulgent direction by the famed Italian director, Michelangelo Antonioni. In this case, he tried to meld a very artsy style film with an anti-establishment hippie film and only succeeded in producing a bomb of gargantuan proportions.<br /><br />The film begins with a rap session where a lot of ""with it"" students sit around saying such platitudes as ""power to the people"" and complaining about ""the man"". Considering most of these hippies have parents sending them to college, it seemed a bit silly for these privileged kids to be complaining so loudly and shouting revolutionary jargon. A bit later, violence between the students and the ""establishment pigs"" breaks out and a cop is killed. Our ""hero"", Mark, may or may not have done it, but he is forced to run to avoid prosecution. Instead of heading to Mexico or Canada, he does what only a total moron would do--steals an airplane and flies it to the Mojave Desert! There, he meets a happen' chick and they then sit around philosophizing for hours. Then, they have sex in one of the weirder sex scenes in cinema history. As they gyrate about in the dust, suddenly other couples appear from no where and there is a huge orgy scene. While you see a bit of skin (warranting an R-rating), it's not as explicit as it could have been. In fact, it lasts so long and seems so choreographed that it just boggles the mind. And of course, when they are finished, the many, many other couples vanish into thin air.<br /><br />Oddly, later the couple paint the plane with some help and it looks a lot like a Peter Max creation. Despite improving the look of the plane, the evil cops respond to his returning the plane by shooting the nice revolutionary. When the girl finds out, she goes into a semi-catatonic state and the movie ends with her seemingly imagining the destruction of her own fascist pig parents and all the evil that they stand for (such as hard work and responsibility). Instead of one simple explosion, you see the same enormous house explode about 8 times. Then, inexplicably, you see TVs, refrigerators and other things explode in slow motion. While dumb, it is rather cool to watch--sort of like when David Letterman blows things up or smashes things on his show.<br /><br />Aside from a dopey plot, the film suffers from a strong need for a single likable character as well as extensive editing. At least 15 minutes could easily be removed to speed things up a bit--especially since there really isn't all that much plot or dialog. The bottom line is that this is an incredibly dumb film and I was not surprised to see it listed in ""The Fifty Worst Films"" book by Harry Medved. It's a well deserved addition to this pantheon of crap. For such a famed director to spend so much money to produce such a craptastic film is a crime!<br /><br />Two final observations. If you like laughing at silly hippie movies, also try watching THE TRIAL OF BILLY JACK. Also, in a case of art imitating life, the lead, Mark Frechette, acted out his character in real life. He died at age 27 in prison a few years after participating in an act of ""revolution"" in which he and some friends robbed a bank and killed an innocent person. Dang hippies!!",Negative,Train,./train/neg/1805_1.txt,http://www.imdb.com/title/tt0066601/usercomments
74,7983,9,"It's hard to top this movie in several ways. Everything works really well here; the casting, acting, script, and cinematography are all first-rate. For the moviegoer, it's a moving, violent story of love and human redemption. For the film critic, there's plenty of sharp technique and technical merit. There are some tactical blunders, and as has been discussed on the boards, the ending lacks realism if one is rigorously formal with the CIA agent training angle. However, I took the ending as being more moving due to the fact that rather than pursue the CIA agent's pragmatic approach, Creasy basically commends his soul to the Ultimate without considering the consequences. Like Jesus Himself, Creasy becomes superhuman through his sacrifice, whether it actually makes pragmatic sense or not. In any case, I appreciated the fact that Creasy dispenses with conventional bourgeois morality and just caps the bad guys one by one in his methodical quest for justice, which actually results in redemption both for himself and the innocent. <br /><br />In any case, this film is very much worth watching if you're at all attracted to the genre. An excellent soundtrack, great writing, flawless casting, and solid performances across the board make this a top-100 (or better) film.",Positive,Train,./train/pos/7983_9.txt,http://www.imdb.com/title/tt0328107/usercomments
75,4280,1,"This must be accompanied by a special rating and warning: NOT RECOMMENDED TO NORMAL PEOPLE.<br /><br />The obsession of Daneliuc with the most dirty body functions becomes here a real nightmare. Also, it's evident that the man is a misanthrope, he hates everybody - his country his people, his actors, his job. And this hatred makes him blind and he forgets anymore the profession he knew long ago.<br /><br />This so called ""film"" is just a hideous string of disgusting images, with no artistic value and no professionist knowledge. It is an insult to good taste and to good sense. Shame, shame, shame!",Negative,Train,./train/neg/4280_1.txt,http://www.imdb.com/title/tt0853129/usercomments
76,5310,10,"Pecker is another mainstream film by John Waters done on a smaller than Serial Mom. The title character of Pecker has a hobby of taking pictures of anything he sees. It doesn't matter if it's dirty or shocking when he takes pictures. He soon uses the pictures he taken and puts them on display at his work. Pecker live in a semi-normal middle-class family. His dad works at a drinking bar with a claw machine, but doesn't make enough money with a lesbian stripper bar across the street. His mom runs a thrift shop and loves to dress-up poor people. His older sister, Tina, works at a gay bar where her specialty is trade. His younger, Little Chrissy, has a habit of eating sugar, sugar, and nothing but sugary food. His grandmother, Memama, has a small statue of the Virgin Mary and plays ventriloquist with it. He also has 2 friends. On of his friends, Matt is a chronic shoplifter and his girlfriend, Shelley, runs a laundry mat as if she was a dictator. Soon, a tourist from New York buys his pictures and displays them at an art gallery. With the picture comes fame, but the pictures expose the unusual life style of his friends and family's simple life. For an R-rated film, Pecker is sure tamer than most of Waters previous R-rated films and even Pink Flamingos. Another 10 out of 10!",Positive,Train,./train/pos/5310_10.txt,http://www.imdb.com/title/tt0126604/usercomments
77,2442,10,"This movie is about a side of Ireland that Americans don't normally see, the narrow-minded religiously prejudiced side of the 'friendliest race in the world'. The movie, by the admission of the inhabitants of Fethard who are old enough to remember the events, is fairly accurate (though they insist that the film-makers invented some of the more violent scenes just to spice up the action).<br /><br />The movie was very unpopular in Ireland as it portrayed the Catholic church in a bad light, but the simple fact is that representatives of the Catholic church *did* organise vetoes of minorities (before Protestants it was the Jews).<br /><br />The film is a fascinating insight into the whole issue of religion in Ireland",Positive,Train,./train/pos/2442_10.txt,http://www.imdb.com/title/tt0198668/usercomments
78,6827,10,"I spent 5 hours drenched in this film. Nothing I have ever seen comes close to the delicious funk this film left me in. Never mind females advanced aging dilemma's, human fear vaults off the screen for your viewing. Personally engaging to the ninth degree, the film invests one with an undeniable shared feeling for our lives'. I enjoyed this dalliance with raw wounded gall deep from within. It empowers a mutually shared vestment in the history of human encounters reaching far deeper into the pain, isolation and skewed views of self and others. The result forgives our tepid forming of a bridge away from the muddy sludge of dead we must encounter. The birth in finding real people is a happy pursuit. The effort for realism intersects with the dark ground of our bankrupt culture.",Positive,Train,./train/pos/6827_10.txt,http://www.imdb.com/title/tt0079672/usercomments
79,5871,9,"I cherish each and every frame of this beautiful movie. It is about regular people, people we all know, who suffer a little in their life and have some baggage to carry around. Just like all of us. Robert DeNiro, Ed Harris and Kathy Baker breathe life into their portrayals and are all excellent, but Harris is especially heartbreaking and therefore very real. You would swear he really is a trucker who drinks so he won't have to feel anything. Baker as his put-upon sister also has some delicate moments - when DeNiro gives her flowers in one scene, it seems like she was never given flowers before and probably wasn't. Very worthwhile.",Positive,Train,./train/pos/5871_9.txt,http://www.imdb.com/title/tt0097607/usercomments
80,10806,9,"I felt this film - throughout. I waas impressed with Russell Crowe's talent in developing his relationship with Lillie, such a typical Aussie blend of softly softly approach, a bit self depreciating and very persistent. Really loved the cinematography and direction. Pace was just right and the portrayals of nearly all characters was impressive.<br /><br />Gosh, didn't Russell's talent even in 1993 shine! .. and I have yet to see Gladiator.",Positive,Train,./train/pos/10806_9.txt,http://www.imdb.com/title/tt0109823/usercomments
81,2446,3,Rajkumar Santoshi Without Any Doubt Has Directed The Greatest Movies And Biggest Box Office Hits Of Indian Cinema.<br /><br />This Movie Falls Short Of All Expectations As This Movie Stars Two Great Actors Mr. Amitabh Bachchan And Akshay Kumar And When You Have These Two Actors In The Same Movie You Have To Make A Magnum Opus.<br /><br />In The Later Part Of The Movie You Can Make Out That Amitabh Bachchan's Voice Has Been Dubbed By Some Other Person Which Was Due To His Illness.<br /><br />Still The Movie Did'nt Had Proper Character Development Plus Cinematography Was'nt Good Too And One Thing That Bollywood Should Learn Is That They Should Use Visual Effects Only When It Is Needed And When Applied Should Be Done With A High Budget.The Script Had So Many Flaws Which Gives The Viewer Excuses To Attend His Phone Calls Rather Than Watching The Movie.<br /><br />The New Comer Shakes The Leg Well But Could Not Act Well But Where The Movie Loses Big Time Is The Storyline Screenplay And Cinematography.<br /><br />A Talented Actor Like Bhoomika Chawla Has Been Wasted In The Movie As Well As Sushant Singh.<br /><br />But Every Director Once In A While In His Career Makes A Bad Film.<br /><br />So Watch It Only If You Are A Fan Of Multi-Starrer Flop Movies.,Negative,Train,./train/neg/2446_3.txt,http://www.imdb.com/title/tt0437182/usercomments
82,1378,1,"It's like a bad 80s TV show got loose and tried to become a soft-core porn movie. Oh my god was it bad. The plots of each character had little relevance. The plot itself wasn't anything to speak of. Something about a stalker, I guess. In the end he shoots himself? It's not really clear, but somehow there's a volleyball game involved. And the main character (Randy) sleeps around a lot. The only reason my friends rented this movie was because Casper Van Dien was in it, and they ended up wanting to fast forward to the scenes with him in it, which were barely watchable at that. Thank god I didn't spend any money on it, but I want that hour of my life back.",Negative,Train,./train/neg/1378_1.txt,http://www.imdb.com/title/tt0170348/usercomments
83,7015,4,"""54"" is a film based on the infamous ""Studio 54"" of the 1970s - the hangout for the social elite and party clubbers. In the film, Ryan Phillippe is the main character, based on an actual employee of Studio from 1977 - 1982.<br /><br />The film's problem is that it's all glitter and style and no substance. It tries to be a really grimy and probing satire like ""Boogie Nights"" but ultimately comes across as an inferior wannabe. Mike Myers is given the thankless task of playing cocaine-snorting club owner Steve Rubell. It's only a slightly comedic role and if this was Myers' best attempts at sliding into drama like Lemmon and other comedic actors did in their time, it's a total failure.<br /><br />""54"" could have been insightful and interesting but instead it's just another dumb teen flick that isn't entertaining or even remotely engaging. View at your own peril.",Negative,Train,./train/neg/7015_4.txt,http://www.imdb.com/title/tt0120577/usercomments
84,2152,1,"this film tries to be immensely clever, and Tarantino-like <br /><br />before you try that though, you need solid filmic fundamentals. these include good sound, editing, set design etc...<br /><br />lets talk about the sound in this movie. absolutely atrocious. i have never been more distracted by a sound track, ever<br /><br />and before we talk about low budget, film made in Chile etc.. lets bear in mind that desent sound these days is far more achievable than it ever has been. anywhere. and more info on technique is available then ever before<br /><br />the sound in this movie is plain bad. the foley in particular is out of place and inappropriate throughout, the atmos is equally terrible. i heard at least four loud clicks during the movie, which are the result of poor sound editing. the sound inside cars is awful, the sound of car doors closing is awful. the sound of the lady singing is wrong. foley is either overboard, or simply not there like the sound person just got bored and gave up. the spaces are wrong. everything about it is wrong <br /><br />and yet, not letting limitations of creativity get in the way, at the same time the movie tries boldly to be clever. for example the sound of the aquarium is used in the following street scene. we hear sound when we're not supposed to. sound edits precede visual cuts. every trick in the book is used, and yet the foundations are just not there<br /><br />editing-wise we have scenes using heavy jump cuts, we have tinkering around with the time line etc etc etc, yawn. all of these techniques are imitated to a splendidly low standard <br /><br />overall the mix is crap, the sound is crap. and so, the film is crap. how can a movie with so many fundamental flaws be considered for awards and high praise? Chile's cinematic new wave? the best creative output that Chile has to offer? i hope not, and i think not.<br /><br />my theory is that Chile's more selective and better talent avoided this film like the plague maybe due to its risqué content. equally, the film has likely received so much unwarranted critical acclaim from so called 'world-cinema' enthusiasts for the same grubby reasons. they likely revel in it's trashiness. of course film critics rarely pay attention to technical details and quality <br /><br />this film is rubbish. it's all mouth and no trousers and is never deserving of a 6.8 rating. the film has all the production quality of a cheap Tarantino, new wave inspired porno!",Negative,Train,./train/neg/2152_1.txt,http://www.imdb.com/title/tt0384036/usercomments
85,3376,9,"This movie has very good acting by virtually all the cast, a gripping story with a chilling ending, great music, and excellent visuals without significant special effects. It is interesting to note though that, like so much science fiction, its predictions for the future don't appear likely to come to pass as early as depicted. That's not to say we're out of the woods yet, but 2022 is now obviously too soon to be in this condition. It shares this failing with a fairly illustrious list of science fiction classics: ""1984"", ""2001: A Space Odyssey (compare its space station with our International Space Station) and Isaac Asimov's ""I Robot"" (positronic brains were to have been invented in the 1990's).",Positive,Train,./train/pos/3376_9.txt,http://www.imdb.com/title/tt0070723/usercomments
86,128,4,"This film, once sensational for its forward-thinking politics and depictions of free love and sexual liberation, has been reduced by time to a mere curiosity. It seems absurd now that this mostly boring little film had been banned and seized by governments in many countries. Given how socialistic Sweden eventually became, the 'radicalism' of its politics, once controversial, appear naive and almost mainstream four decades later. And its sex scenes, at one time the subject of sensational obscenity trials, look pretty tame in a modern context. Nevertheless, the film and accompanying documentaries detailing its many controversies and influences remains marginally watchable as an early reliquary of 60's youth rebellion. One part of the film that still holds up: its self-consciousness with respect to the 'fourth wall'. Every once in a while, the filmmakers film themselves making the film. The satiric playfulness of this still elicits a chuckle.",Negative,Train,./train/neg/128_4.txt,http://www.imdb.com/title/tt0061834/usercomments
87,7088,10,"Terry Gilliam's and David Peoples' teamed up to create one of the most intelligent and creative science fiction movies of the '90's. People's proved a screenplay with bizarre twists and fantastic ideas about the nature of time  I especially love the idea one can't change the past; it's a nice counterpoint to so many time-travelling movies which say otherwise  biological holocausts and the thin line between sanity and madness. Gilliam visualized his ideas with unique quirkiness, perfection and originality.<br /><br />The story itself is engaging: one man, James Cole (played by Bruce Willis in a heart-warming performance) travels several decades to the past to retrieve information about a virus that's wiped out mankind and left only a few survivors alive living underground: with the information he'll collect, scientists hope to find a cure so everyone in the future can return to the surface. But because their time-travelling technology isn't perfect, he ends up being sent towards different other pasts and complicating things. And from that a brilliant science fiction thriller with shades of film noir ensues as the multiple pieces of a huge jigsaw start fitting together to form a bizarre narrative involving animal right activists, end of the millennium paranoia, biological weapons, the perception of reality, and the definition of sanity. With such a complex movie, it was easy for Gilliam and Peoples to create a mess, but instead Twelve Monkeys is a thought-provoking narrative which will please those who like to be challenged and have patience to appreciate some crazy ideas.<br /><br />I watched this movie once around 10 years ago. It marked me a lot: I remember still thinking about many days after-wards; for my young mind this seemed quite mind-blowing and it was one of the first movies to make me appreciate cinema as something serious and important. I've re-watched this movie a few days ago on DVD and it's better than I remembered it. Brad Pitt still steals all the scenes he's in, playing Jeffrey Goines  almost a prelude to his Tyler Durden character in Fight Club  a rich kid with some anarchist/non-conformist ideas who's also crazy and, according to Cole, perhaps responsible for the virus. The scenes between Jeffrey and Cole in the madhouse are the best in the movie, Pitt's eyes, voice and quirky mannerisms convince you he's really a crazy guy locked in a warped logic only he understands. Pitt's Oscar nomination was well deserved! Surprising was also Bruce Willis' performance: his I didn't remember very well, but it's beautiful and full of sensibility; he plays a man who spent almost all his life underground, and when he comes to the past you'll share his childish fascination with something as simple as breathing the fresh air of the morning or watching the sun go up. Cole is a rather ambiguous character, Peoples' tried to imbue some darkness in him, and he does other disturbing things to other people and to himself: the scene where he removes his own teeth reveals how far his dementia has gone unchecked. Ironically Cole didn't start as a crazy character, but when he starts warning everyone about the end of the world, he's considered mad and convinced it's all in his mind, until he arrives at a point when he can't distinguish past from future, reality from fiction. Willis spends a lot of time looking confused and insecure, and it works perfectly. One of the fun twists in the narrative is when Cole's shrink, Dr. Kathryn Railly, finds undeniable proof he's really from the future and now has to convince him again of his mission to save the world. The screenplay is full with weird twists like this and it keeps the movie in a fast pace. Their relationship is also well-handed, although perhaps a bit compressed for time's sake. But I enjoyed watching Cole and Railly falling in love and trying to escape the authority of the future to live a peaceful life in the past. But then things end in a tragic/bittersweet climax at an airport, wrapping all the pieces together, which will blow many minds away.<br /><br />There are two great endings in this movie, a twist in the sense of Se7en or Fight Club, and a more intimate ending where Railly is crouching next to Cole who's just been shot and looking around for a younger James Cole who's witnessing his future self die; the two share a brief look, and she smiles at him. The twist is brilliant, but I prefer this ending for emotional impact. Madeleine Stowe is very good playing Dr. Railly, she drew many different emotions from me in her performance. The movie is filled with a sense of fatalism with the idea the past can't be changed: this movie shows that in a terrifying way. It reminds me of Chinatown in that sense, the way Jake Gittes messes everything up the more he tries to help. Railly's character shares that fatalism, the more she tries to help Cole  first dealing with his 'madness' then helping him in his mission  the more they're sucked into tragedy.<br /><br />The twist ends with a hopeful note, though, with the feeling Cole's mission hasn't been in vain. Twelve Monkeys is a great movie to watch if one wants to be entertained; it's not supposed to be art, although it's more artists than many artistic movies. It's an unpretentious movie where all elements, from music to editing to costume design, etc., came together beautifully to produce a modern cinema masterpiece.",Positive,Train,./train/pos/7088_10.txt,http://www.imdb.com/title/tt0114746/usercomments
88,10912,7,"""The Ex-Mrs. Bradford"" (1936), starring Thin Man series star William Powell (this film was released the same year as the second Thin Man film, ""After The Thin Man,"" comes very close to duplicating the fun and style of the Thin Man films, but it nonetheless misses. Still, it is a wonderfully fun, highly entertaining murder mystery in the same comic vein.<br /><br />Is Myrna Loy missed? Of course, let's not lie. However, I'd be hard-pressed to name a better substitute than Jean Arthur. And the chemistry between Arthur and co-star William Powell is real and it's fun, romantic and involving.<br /><br />The story and screenplay by Anthonyu Vieller and John Wyne's production company partner, James Edward Grant (""The Angel & The Bad Man"") is close to being up there with a Thin Man effort, but lacks a bit of the proper wit and sizzle.<br /><br />While it's not in the stratosphere of 'The Thin Man"" movies (what else is?), ""The Ex-Mrs. Bradford"" is one of the most entertaining of the dozens and dozens of mystery-comedy ""who-done-its"" of the '30s & 40s.",Positive,Train,./train/pos/10912_7.txt,http://www.imdb.com/title/tt0027593/usercomments
89,6373,2,"Oh this was a really bad movie. The girl who plays Jennifer is OK, but I think she acts bitchy through the movie, not because she is having her organs ripped out by a raven at night, but because she is thinking of firing her agent for putting her in this piece of crap. Faye Dunaway acts like she is remaking Mommy Dearest and the ending is completely silly. I really can't recommend this movie at all even though as a fan of Edgar Allen Poe, I was intrigued a bit by the references to his work(Ravens, House of Usher-like family curse,and being buried alive)-still he would probably turn over in his grave if he knew about this film.",Negative,Train,./train/neg/6373_2.txt,http://www.imdb.com/title/tt0382761/usercomments
90,5109,10,"I grew up in Houston and was nine when this movie came out. As a result I don't remember anything about the movie. But I do remember the sensation it caused from Gilley's and the mechanical bull to Johnny Lee's hit song ""Lookin' for Love"" which still brings back memories of childhood whenever I hear it.<br /><br />However, a few years ago I saw this movie for the first time as an adult and all I can say is, I was blown away. Few movies have hit me harder. This movie is as raw and real as you can get. From Uncle Bob's ranch house, the chemical plant in Texas City, Gilley's dance hall, and Bud and Sissy. And maybe for that reason it doesn't have a wider appeal. But no matter how you feel about country music (I for one can't stand it despite my Houston roots) Urban Cowboy is a unique slice of American pie. For that reason I love it!",Positive,Train,./train/pos/5109_10.txt,http://www.imdb.com/title/tt0081696/usercomments
91,2940,3,"I saw this movie when I was really little. It is, by far, one of the strangest movies I have ever seen. Now, normally, I like weird movies, but this was just a bit too much.<br /><br />There's not much of a plot to the movie. If anything, it starts out like Toy Story, where toys come to life, and Raggedy Ann and Andy go on an adventure to rescue their new friend, Babette. From there, craziness ensues. There's the Greedy, the Looneys, a sea monster named Gazooks, and a bunch of pirates singing show tunes, all of which just made the movie weirder. Also, I can't help but feel that Babette is annoying and a bit too whiny. She definitely didn't help the movie.<br /><br />Now, even though I didn't like this movie, there were a few cute parts. I liked the camel's song. Even though it was a song about being lonely, it had a friendly feel to it. Then, there was Sir Leonard. While most of the Looneys were just plain nuts, Sir Leonard was the most interesting and probably the funniest. King Koo Koo was just a little dirtbag that made Dr. Evil look like a serious villain. Also, there was Raggedy Andy's song, No Girl's Toy. It was definitely good song for little boys who wanted to act tough. But, honestly, even these things didn't make the movie any better. (But remember, this is just my perspective.) <br /><br />While I personally wouldn't recommend this movie, even I have to admit, it does have its charming moments. See it if you're interested, but only if you're in the mood for something ""really"" out of the ordinary.",Negative,Train,./train/neg/2940_3.txt,http://www.imdb.com/title/tt0076593/usercomments
